1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,10
8,0,10
9,0,0
10,10,10
11,11,0
12,10,8
13,27,46
14,25,25
15,28,29
16,28,55
17,31,21
18,41,39
19,48,37
20,52,29
21,53,26
22,70,21
23,80,41
24,116,58
25,150,40
26,161,100
27,233,182
28,221,140
29,287,192
30,313,212
31,301,195
32,305,165
33,388,164
34,322,141
35,343,131
36,378,135
37,392,155
38,403,151
39,442,131
40,522,141
41,533,139
42,553,151
43,668,170
44,891,191
45,819,157
46,813,160
47,851,140
48,829,153
49,867,161
50,897,191
51,1011,358
52,1058,674
53,1265,516
54,1176,536
55,1184,522
56,1286,582
57,1340,557
58,1434,593
59,1477,620
60,1543,628
61,1667,628
62,1726,624
63,1829,604
64,1910,663
65,2090,751
66,2079,705
67,2145,681
68,2160,683
69,2274,703
70,2289,706
71,2444,745
72,2515,745
73,2655,732
74,2725,716
75,2798,711
76,2987,712
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,10,0
7,0,10
8,11,0
9,10,11
10,8,3
11,11,4
12,14,4
13,18,34
14,20,23
15,28,38
16,38,24
17,39,43
18,45,43
19,46,40
20,60,48
21,73,36
22,94,47
23,104,43
24,111,69
25,189,60
26,216,99
27,245,90
28,205,103
29,194,142
30,264,97
31,259,120
32,297,150
33,413,142
34,310,139
35,321,119
36,382,134
37,490,226
38,600,237
39,634,248
40,504,220
41,611,202
42,615,171
43,678,180
44,706,164
45,724,166
46,755,160
47,839,168
48,869,178
49,927,160
50,990,181
51,1108,405
52,1194,587
53,1339,542
54,1261,525
55,1307,578
56,1435,573
57,1452,593
58,1558,610
59,1649,627
60,1793,641
61,1779,667
62,1942,671
63,2019,668
64,2111,674
65,2165,683
66,2238,673
67,2316,665
68,2426,690
69,2410,670
70,2489,681
71,2599,703
72,2738,711
73,2850,689
74,2974,709
75,3009,710
76,3249,701
77,3269,741
78,3319,762
79,3481,761
80,3600,762
81,3909,782
82,3798,772
83,3997,789
84,4079,833
85,4302,811
86,4396,765
87,4561,771
88,4791,811
89,4898,773
90,4886,780
91,5134,790
92,5256,805
93,5502,810
94,5593,813
95,5730,805
96,5973,812
97,6167,809
98,6341,814
99,6529,813
100,6796,820
101,7011,821
102,7100,820
103,7421,2440
104,7793,2501
105,8084,2626
106,8326,2619
107,8696,2698
108,9024,2883
109,8963,2717
110,9202,2865
111,8729,2349
112,8520,2357
113,8719,2419
114,9032,2415
115,9285,2503
116,9557,2670
117,9694,2608
118,9988,2620
119,10279,2729
120,10453,2697
121,10673,2720
122,11063,2834
123,11214,2781
124,11579,2780
125,11720,2806
126,12037,2829
127,12445,2830
128,12741,2970
129,12889,3081
130,13209,3125
131,13684,3222
132,14366,3274
133,14485,3244
134,15377,3256
135,16191,3381
136,16542,3378
137,15471,3289
138,15900,3303
139,16084,3313
140,16497,3310
141,16861,3377
142,17193,3410
143,18020,3406
144,18038,3449
145,18393,3447
146,18716,3452
147,19110,3466
148,19581,3494
149,19850,3504
150,20229,3481
151,20746,3524
152,21189,3507
153,21535,3518
154,22040,3850
155,22361,3842
156,22860,3850
157,23110,3856
158,23683,3978
159,23930,3958
160,24562,3997
161,24915,4035
162,25512,4051
163,26000,4061
164,26657,4075
165,27212,4069
166,27359,4081
167,28119,4183
168,28428,4217
169,29030,4215
170,29445,4209
171,30042,4220
172,30607,4223
173,31248,4278
174,31479,4310
175,32303,4312
176,33023,4288
177,33411,4298
178,33949,4290
179,34389,4342
180,34844,4443
181,35668,4489
182,36059,4444
183,36931,4495
184,37725,4486
185,38230,4520
186,38724,4533
187,39195,4544
188,39816,4544
189,40535,4534
190,41426,4567
191,41579,4717
192,42184,4530
193,43033,4613
194,43566,4640
195,44459,4638
196,45432,4638
197,45700,4993
198,47678,4734
199,47646,5569
200,48757,5501
201,49259,5499
202,50382,5568
203,51070,5497
204,52520,5438
205,53022,14239
206,53651,15883
207,54761,15499
208,54867,15721
209,56497,16133
210,57050,16523
211,58269,16241
212,59750,17899
213,59979,17842
214,60857,17699
215,62120,17889
216,62631,17646
217,63632,17608
218,63841,18021
219,64940,18860
220,66191,18880
221,67060,19443
222,67583,19389
223,68310,19981
224,69020,19810
225,70547,21500
226,70630,20230
227,71223,19870
228,73032,20376
229,73639,21076
230,74308,20626
231,75199,22501
232,76727,23319
233,77360,21863
234,78775,22403
235,80524,22532
236,80381,22837
237,80950,23367
238,82100,22652
239,82539,24545
240,84712,23859
241,86260,23843
242,86887,24351
243,87715,23511
244,89597,25950
245,90500,23740
246,90880,20108
247,91628,19726
248,92910,20659
249,93351,19509
250,95239,20298
251,95952,20061
252,97529,19901
253,98179,19763
254,99370,20974
255,100189,19740
256,102490,25890
257,104151,26243
258,105609,27528
259,107389,29563
260,108700,30187
261,109240,22967
262,108818,25046
263,110773,23059
264,111319,22908
265,113401,22238
266,113684,24379
267,115040,24068
268,116392,22930
269,117739,26006
270,119330,24164
271,120363,25406
272,121614,23648
273,123215,24311
274,124163,23060
275,125019,24037
276,126879,24429
277,128640,23388
278,131090,23267
279,131350,25340
280,132468,25539
281,133220,24672
282,135130,25406
283,137006,25521
284,137911,25724
285,139368,25611
286,140241,25230
287,142240,25497
288,143251,25759
289,145480,26158
290,146778,27074
291,148210,24500
292,149915,25916
293,151427,26602
294,153412,26845
295,154330,27800
296,156558,27779
297,158729,27361
298,159057,26028
299,161960,28190
